source	id	datetime	dC_ch4_emis[kgCha-1]	dC_co2_emis_auto[kgCha-1]	dC_co2_emis_hetero[kgCha-1]	dC_doc_leach[kgCha-1]	dN_don_leach[kgNha-1]	dN_no3_leach[kgNha-1]	dN_nh4_leach[kgNha-1]	dN_no_emis[kgNha-1]	dN_n2o_emis[kgNha-1]	dN_n2_emis[kgNha-1]	dN_nh3_emis[kgNha-1]	dN_n2_fix[kgNha-1]	dC_co2_fix[kgCha-1]	dS_so4_leach[kgSha-1]	dC_litter[kgCha-1]	dN_litter[kgNha-1]	dN_dep[kgNha-1]	dN_up_floor[kgNha-1]	dN_up_min[kgNha-1]	dN_mineral_floor[kgNha-1]	dN_mineral_min[kgNha-1]	dN_nitrify_floor[kgNha-1]	dN_nitrify_min[kgNha-1]	dN_denitrify_floor[kgNha-1]	dN_denitrify_min[kgNha-1]	dN_chemo_floor[kgNha-1]	dN_chemo_min[kgNha-1]	C_plants_floor[kgCha-1]	C_plants_min[kgCha-1]	C_soil_floor[kgCha-1]	C_soil_min[kgCha-1]	C_aorg_floor[kgCha-1]	C_aorg_min[kgCha-1]	C_litter_raw[kgCha-1]	C_litter_floor[kgCha-1]	C_litter_min[kgCha-1]	C_mic_floor[kgCha-1]	C_mic_min[kgCha-1]	C_sol_floor[kgCha-1]	C_sol_min[kgCha-1]	C_wood_above[kgCha-1]	C_wood_below[kgCha-1]	N_plants_floor[kgNha-1]	N_plants_min[kgNha-1]	N_soil_floor[kgNha-1]	N_soil_min[kgNha-1]	N_aorg_floor[kgNha-1]	N_aorg_min[kgNha-1]	N_litter_raw[kgNha-1]	N_litter_floor[kgNha-1]	N_litter_min[kgNha-1]	N_mic_floor[kgNha-1]	N_mic_min[kgNha-1]	N_sol_floor[kgNha-1]	N_sol_min[kgNha-1]	N_wood_above[kgNha-1]	N_wood_below[kgNha-1]	anvf_mean[-]
setup	0	2007-01-01 23:00:00	-0.000566429	0	38.6532	4.0979e-05	0	0.000631066	8.27639e-06	0.00130905	0.0592575	1.6054	4.3448e-05	0	0	0	0	0	0.0042	0	0	-0	3.08666	-0	2.36216	-0	2.27404	-0	0.00010761	0	0	0	51754.1	0	271.325	0	0	1292.41	0	47.4753	0	36.3049	0	0	0	0	0	5421.26	0	33.1248	0	0	29.7547	0	3.76362	0	3.66592	0	0	0.630558
setup	0	2007-01-02 23:00:00	-0.000507297	0	38.6177	0.00013498	0	0.000626024	1.00278e-05	0.00288044	0.052327	1.02134	2.96672e-05	0	0	0	0	0	0.0066	0	0	-0	3.01101	-0	2.71686	-0	1.0179	-0	8.76732e-05	0	0	0	51714.9	0	283.967	0	0	1220.36	0	54.5278	0	40.0154	0	0	0	0	0	5420.28	0	32.5716	0	0	27.9612	0	3.9427	0	3.04189	0	0	0.69333
setup	0	2007-01-03 23:00:00	-0.000445256	0	37.8736	0.000243503	1.29083e-14	0.000604616	1.02591e-05	0.00178994	0.0191986	0.61559	2.30201e-05	0	0	0	0	0	0.0084	0	0	-0	2.24786	-0	2.05659	-0	0.594319	-0	7.84098e-05	0	0	0	51675.6	0	295.521	0	0	1157.56	0	55.2905	0	40.4753	0	0	0	0	0	5419.71	0	32.9166	0	0	26.4071	0	3.62849	0	2.65958	0	0	0.725713
setup	0	2007-01-04 23:00:00	-0.000385997	0	39.9651	0.000336643	7.51265e-12	0.000561546	1.04148e-05	0.00111986	0.0184383	0.64958	2.1263e-05	0	0	0	0	0	0.0192	0	0	-0	1.9085	-0	1.73504	-0	0.650321	-0	6.98507e-05	0	0	0	51633.6	0	301.724	0	0	1102.65	0	58.6569	0	32.9933	0	0	0	0	0	5419.12	0	33.0432	0	0	25.0562	0	3.51632	0	2.36344	0	0	0.746037
setup	0	2007-01-05 23:00:00	-0.000478147	0	44.5774	0.00040688	2.20893e-11	0.00049596	1.05162e-05	0.000944201	0.00855113	0.324956	1.76379e-05	0	0	0	0	0	0	0	0	-0	1.76428	-0	1.60561	-0	0.297238	-0	6.03203e-05	0	0	0	51586.3	0	308.506	0	0	1050.35	0	60.6353	0	20.2075	0	0	0	0	0	5418.84	0	33.5212	0	0	23.7746	0	3.35917	0	2.17281	0	0	0.755568
setup	0	2007-01-06 23:00:00	-0.000474792	0	44.7903	0.000453766	2.7527e-11	0.000410238	1.05268e-05	0.000905205	0.0097549	0.323908	1.49943e-05	0	0	0	0	0	0	0	0	-0	1.6901	-0	1.53568	-0	0.31673	-0	5.54455e-05	0	0	0	51540	0	313.344	0	0	1002.26	0	63.9671	0	6.79031	0	0	0	0	0	5418.54	0	33.8039	0	0	22.601	0	3.35414	0	2.01832	0	0	0.756812
setup	0	2007-01-07 23:00:00	-0.000413187	0	37.8491	0.000481244	1.50078e-10	0.000309998	1.04662e-05	0.000900383	0.0160197	0.43957	1.75276e-05	0	0	0	0	0	0.0084	0	0	-0	1.5851	-0	1.43289	-0	0.451109	-0	5.20152e-05	0	0	0	51505.7	0	317.37	0	0	958.677	0	65.7209	0	4.61926	0	0	0	0	0	5418.13	0	33.8652	0	0	21.5425	0	3.44157	0	1.89251	0	0	0.759072
setup	0	2007-01-08 23:00:00	-0.000467611	0	33.6732	0.000494625	5.51047e-10	0.000202529	1.03668e-05	0.000920197	0.0159424	0.415132	1.34068e-05	0	0	0	0	0	0	0	0	-0	1.52721	-0	1.36882	-0	0.428781	-0	4.81755e-05	0	0	0	51473.4	0	321.938	0	0	917.435	0	66.6462	0	3.41078	0	0	0	0	0	5417.72	0	33.973	0	0	20.5443	0	3.50227	0	1.77952	0	0	0.756177
setup	0	2007-01-09 23:00:00	-0.00047483	0	30.8797	0.00049797	1.26857e-09	0.000571577	1.01596e-05	0.000929756	0.0152162	0.390114	1.23839e-05	0	0	0	0	0	0	0	0	-0	1.46719	-0	1.31398	-0	0.405854	-0	4.51396e-05	0	0	0	51443	0	326.235	0	0	878.859	0	67.0432	0	2.79991	0	0	0	0	0	5417.34	0	34.0833	0	0	19.6141	0	3.54981	0	1.68429	0	0	0.751797
setup	0	2007-01-10 23:00:00	-0.000478708	0	28.1571	0.000494063	2.15689e-09	0.000874331	9.71269e-06	0.000929789	0.0151386	0.369328	1.12009e-05	0	0	0	0	0	0	0	0	-0	1.39398	-0	1.24864	-0	0.384737	-0	4.25916e-05	0	0	0	51415.1	0	330.135	0	0	843.138	0	67.4757	0	2.44223	0	0	0	0	0	5416.97	0	34.1711	0	0	18.7563	0	3.60241	0	1.60291	0	0	0.747697
setup	0	2007-01-11 23:00:00	-0.000391858	0	25.6307	0.000485154	3.05874e-09	0.00097448	9.09648e-06	0.000837431	0.0129592	0.275522	1.48892e-05	0	0	0	0	0	0.0096	0	0	-0	1.28075	-0	1.16166	-0	0.277073	-0	3.92719e-05	0	0	0	51389.5	0	333.786	0	0	810.297	0	67.6204	0	2.09364	0	0	0	0	0	5416.72	0	34.3522	0	0	17.9708	0	3.63117	0	1.55182	0	0	0.746327
setup	0	2007-01-12 23:00:00	-0.00037027	0	23.1615	0.000473348	3.89337e-09	0.00103334	8.28803e-06	0.000747969	0.0130117	0.278407	1.79926e-05	0	0	0	0	0	0.0168	0	0	-0	1.18066	-0	1.07	-0	0.296939	-0	3.69915e-05	0	0	0	51366.4	0	336.417	0	0	780.129	0	68.5708	0	1.73638	0	0	0	0	0	5416.45	0	34.4851	0	0	17.2525	0	3.69708	0	1.5075	0	0	0.747862
setup	0	2007-01-13 23:00:00	-0.000399881	0	22.7748	0.000460012	4.60111e-09	0.00106611	7.2846e-06	0.000816452	0.0144013	0.271197	1.14689e-05	0	0	0	0	0	0.0012	0	0	-0	1.20897	-0	1.08922	-0	0.285832	-0	3.5769e-05	0	0	0	51343.9	0	339.322	0	0	751.209	0	68.8134	0	1.54516	0	0	0	0	0	5416.18	0	34.6051	0	0	16.5657	0	3.72788	0	1.46741	0	0	0.743365
setup	0	2007-01-14 23:00:00	9.49444e-06	0	19.9242	0.000444789	5.15203e-09	0.00108271	6.10498e-06	0.000655513	0.0170812	0.322808	2.46645e-05	0	0	0	0	0	0.045	0	0	-0	1.11068	-0	1.00872	-0	0.379151	-0	3.46914e-05	0	0	0	51324.1	0	340.977	0	0	724.964	0	70.0668	0	1.42613	0	0	0	0	0	5415.87	0	34.605	0	0	15.9454	0	3.81019	0	1.42963	0	0	0.735765
setup	0	2007-01-15 23:00:00	0.000487167	0	18.3763	0.000475034	3.75963e-08	0.00115058	8.09805e-06	0.000633242	0.0212812	0.426966	3.76941e-05	0	0	0	0	0	0.072	0	0	-0	1.05427	-0	0.939835	-0	0.491471	-0	3.58415e-05	0	0	0	51305.8	0	341.283	0	0	700.417	0	72.3812	0	1.545	0	0	0	0	0	5415.48	0	34.5177	0	0	15.3674	0	3.91993	0	1.37084	0	0	0.728248
setup	0	2007-01-16 23:00:00	0.000650839	0	17.9418	0.00553254	2.79907e-06	0.0138901	0.000320608	0.000700799	0.0162074	0.425621	1.58016e-05	0	0	0	0	0	0.0132	0	0	-0	1.07419	-0	0.955869	-0	0.459127	-0	3.36267e-05	0	0	0	51288.2	0	343.116	0	0	677.32	0	72.9284	0	1.35059	0	0	0	0	0	5415.06	0	34.526	0	0	14.8254	0	3.88388	0	1.26564	0	0	0.736654
setup	0	2007-01-17 23:00:00	0.000586663	0	17.8756	0.00247912	1.14998e-06	0.0060514	0.000129599	0.000771907	0.0168618	0.305041	1.02734e-05	0	0	0	0	0	0	0	0	-0	1.06294	-0	0.957844	-0	0.309514	-0	3.12446e-05	0	0	0	51270.3	0	345.455	0	0	654.674	0	72.7405	0	1.22787	0	0	0	0	0	5414.75	0	34.6017	0	0	14.2947	0	3.88574	0	1.21182	0	0	0.737893
setup	0	2007-01-18 23:00:00	0.000519205	0	17.2673	0.000448199	2.62449e-08	0.00130206	4.23657e-06	0.000753851	0.0142131	0.231689	9.64218e-06	0	0	0	0	0	0	0	0	-0	1.01622	-0	0.918833	-0	0.234137	-0	2.81339e-05	0	0	0	51253.1	0	347.673	0	0	632.932	0	72.5799	0	1.09468	0	0	0	0	0	5414.53	0	34.7228	0	0	13.7865	0	3.91167	0	1.18706	0	0	0.734995
setup	0	2007-01-19 23:00:00	0.000479541	0	16.5937	0.000404604	2.13395e-08	0.00113231	3.37158e-06	0.00073578	0.0121666	0.22168	9.27076e-06	0	0	0	0	0	0	0	0	-0	0.997823	-0	0.905582	-0	0.23622	-0	2.65347e-05	0	0	0	51236.6	0	349.417	0	0	612.268	0	72.7638	0	0.969867	0	0	0	0	0	5414.3	0	34.8027	0	0	13.3048	0	3.9591	0	1.16278	0	0	0.726176
setup	0	2007-01-20 23:00:00	0.000176385	0	22.7508	0.00958357	7.39291e-07	0.00495009	0.000165668	0.000736693	0.0392885	0.771012	2.0413e-05	0	0	0	0	0	0	0	0	-0	1.84864	-0	1.12737	-0	0.83923	-0	3.2893e-05	0	0	0	51213.3	0	348.128	0	0	585.929	0	70.8325	0	4.09466	0	0	0	0	0	5413.38	0	34.232	0	0	12.6832	0	3.59798	0	1.09798	0	0	0.702455
setup	0	2007-01-21 23:00:00	0.000314066	0	19.4639	0.00234453	8.01774e-07	0.00313658	0.00011924	0.000527072	0.0300248	0.336616	2.15829e-05	0	0	0	0	0	0	0	0	-0	0.991488	-0	0.862237	-0	0.335425	-0	2.37524e-05	0	0	0	51194	0	345.768	0	0	565.372	0	69.6547	0	3.86526	0	0	0	0	0	5413.01	0	34.3363	0	0	12.2035	0	3.45744	0	1.12964	0	0	0.75011
setup	0	2007-01-22 23:00:00	0.000392797	4.64536	18.5836	0.00223988	8.15709e-07	0.00373227	0.000129482	0.000518865	0.0269975	0.314656	8.60164e-05	0	0	0	2.32268	0	0.0048	0	0.202755	-0	1.07594	-0	0.873336	-0	0.331421	-0	2.26399e-05	0	39.4676	0	51177.9	0	342.311	0	0	546.256	0	70.5569	0	4.74209	0	0	0	1.19638	0	5412.46	0	34.0707	0	0	11.7594	0	3.53998	0	1.10861	0	0	0.771628
setup	0	2007-01-23 23:00:00	0.000387958	4.6322	19.6793	0.00212738	8.17865e-07	0.00318478	0.000130316	0.00044461	0.0290279	0.287561	2.42357e-05	0	0	0	2.35597	0.00112299	0	0	0.210789	-0	1.01825	-0	0.844719	-0	0.292839	-0	2.1278e-05	0	64.2718	0	51160.7	0	339.297	0	0	528.437	0	71.5284	0	3.16354	0	0	0	1.80193	0	5411.97	0	33.8856	0	0	11.3474	0	3.58599	0	1.09457	0	0	0.769809
setup	0	2007-01-24 23:00:00	0.000384115	4.20805	17.5921	0.0020108	8.12364e-07	0.00258466	0.000128326	0.000324471	0.0251954	0.313196	1.57956e-05	0	0	0	2.18931	0.00231287	0	0	0.261726	-0	0.999744	-0	0.812888	-0	0.322974	-0	2.05263e-05	0	85.7183	0	51145.3	0	336.266	0	0	512.037	0	72.0293	0	2.71755	0	0	0	2.28391	0	5411.39	0	33.5455	0	0	10.9702	0	3.63723	0	1.08817	0	0	0.788856
setup	0	2007-01-25 23:00:00	0.000436701	3.70666	16.5697	0.00188386	8.03104e-07	0.00201711	0.000126613	0.000235601	0.0192734	0.247663	1.66898e-05	0	0	0	1.96827	0.00299596	0	0	0.253471	-0	0.907234	-0	0.713491	-0	0.262662	-0	1.85242e-05	0	103.829	0	51130.8	0	333.056	0	0	496.867	0	72.8574	0	2.02578	0	0	0	2.66903	0	5410.87	0	33.2917	0	0	10.6229	0	3.69156	0	1.10992	0	0	0.789432
setup	0	2007-01-26 23:00:00	0.000451899	3.40153	15.3654	0.00174258	7.92422e-07	0.00153645	0.000125204	0.000220949	0.0180387	0.222445	1.20656e-05	0	0	0	1.8447	0.00366012	0.0012	0	0.325235	-0	0.898685	-0	0.695518	-0	0.232889	-0	1.75964e-05	0	119.483	0	51117.3	0	330.098	0	0	482.493	0	73.6494	0	1.75569	0	0	0	3.02146	0	5410.31	0	32.9679	0	0	10.2951	0	3.75108	0	1.10944	0	0	0.799988
setup	0	2007-01-27 23:00:00	0.000422542	3.90931	14.7588	0.0015841	7.81723e-07	0.00116624	0.000124086	0.000208511	0.0185272	0.262965	1.5449e-05	0	0	0	2.13048	0.00437361	0	0	0.299515	-0	0.851758	-0	0.647228	-0	0.244182	-0	1.68707e-05	0	137.299	0	51104.7	0	327.254	0	0	469.007	0	74.4714	0	1.60009	0	0	0	3.38065	0	5409.77	0	32.6619	0	0	9.98864	0	3.78796	0	1.14259	0	0	0.790838
setup	0	2007-01-28 23:00:00	0.000397588	3.79829	14.227	0.00140904	7.71588e-07	0.000891118	0.000123208	0.000185074	0.0143517	0.254598	1.32472e-05	0	0	0	2.11008	0.00515024	0	0	0.381708	-0	0.881729	-0	0.618437	-0	0.252181	-0	1.61641e-05	0	153.794	0	51092.7	0	324.997	0	0	456.299	0	74.5709	0	1.52514	0	0	0	3.74094	0	5409.13	0	32.2974	0	0	9.70094	0	3.76862	0	1.14614	0	0	0.791678
setup	0	2007-01-29 23:00:00	0.000431787	2.84189	13.1356	0.00122318	7.62344e-07	0.000693751	0.000122671	0.000185929	0.012842	0.224632	1.05626e-05	0	0	0	1.66382	0.00590139	0.0006	0	0.337285	-0	0.790301	-0	0.565037	-0	0.225752	-0	1.51535e-05	0	165.082	0	51081.2	0	322.896	0	0	444.344	0	74.643	0	1.39028	0	0	0	4.01447	0	5408.56	0	32.016	0	0	9.43139	0	3.78542	0	1.15407	0	0	0.801865
setup	0	2007-01-30 23:00:00	0.000481817	2.75042	12.0546	0.00156612	7.54054e-07	0.000555877	0.000122605	0.000166391	0.0122922	0.260303	1.27729e-05	0	0	0	1.64679	0.00663166	9.35005e-11	0	0.422831	-0	0.883969	-0	0.587075	-0	0.255462	-0	1.53183e-05	0	175.578	0	51070.8	0	320.908	0	0	433.227	0	74.7881	0	1.3482	0	0	0	4.31262	0	5407.87	0	31.5537	0	0	9.18203	0	3.73696	0	1.13811	0	0	0.79957
setup	0	2007-01-31 23:00:00	0.000507973	2.92547	11.713	0.0022168	7.46481e-07	0.000460396	0.000123103	0.000150907	0.0103249	0.240004	1.26617e-05	0	0	0	1.76444	0.0073543	0	0	0.383498	-0	0.790416	-0	0.536511	-0	0.233769	-0	1.44524e-05	0	186.806	0	51060.9	0	319.38	0	0	422.769	0	74.4109	0	1.32917	0	0	0	4.52811	0	5407.25	0	31.2275	0	0	8.94846	0	3.673	0	1.11851	0	0	0.795776
setup	0	2007-02-01 23:00:00	0.000547006	3.01195	11.5775	0.0021553	7.40793e-07	0.000394574	0.000124656	0.000151872	0.00958251	0.251186	8.28093e-06	0	0	0	1.83995	0.00802404	0	0	0.477978	-0	0.856891	-0	0.538804	-0	0.249058	-0	1.43268e-05	0	198.129	0	51051.2	0	318.194	0	0	412.82	0	73.5851	0	1.32913	0	0	0	4.74058	0	5406.51	0	30.7845	0	0	8.72695	0	3.56577	0	1.07059	0	0	0.786862
setup	0	2007-02-02 23:00:00	0.000559836	2.91396	10.6992	0.00199613	7.35974e-07	0.000349126	0.000126768	0.000142862	0.00844909	0.211098	1.09456e-05	0	0	0	1.82401	0.0087051	0	0	0.444968	-0	0.77104	-0	0.505295	-0	0.203889	-0	1.3584e-05	0	208.752	0	51042.3	0	316.621	0	0	403.431	0	73.4512	0	1.33087	0	0	0	4.92407	0	5405.86	0	30.4088	0	0	8.51868	0	3.49866	0	1.03627	0	0	0.787783
setup	0	2007-02-03 23:00:00	0.000606597	2.90658	10.3563	0.00179785	7.30956e-07	0.000318174	0.000128835	0.000138363	0.00848404	0.236627	9.7231e-06	0	0	0	1.85368	0.00939955	0	0	0.53551	-0	0.850106	-0	0.482329	-0	0.229292	-0	1.35755e-05	0	218.953	0	51033.8	0	315.196	0	0	394.542	0	73.1466	0	1.319	0	0	0	5.13341	0	5405.08	0	29.8608	0	0	8.32219	0	3.41595	0	0.970941	0	0	0.795485
setup	0	2007-02-04 23:00:00	0.000631991	2.87057	10.9124	0.00188692	1.01568e-06	0.000385295	0.000183314	0.000195159	0.00845151	0.170811	4.76848e-06	0	0	0	1.86959	0.0101169	0	0	0.469379	-0	0.752202	-0	0.502162	-0	0.158599	-0	1.30763e-05	0	228.479	0	51024.9	0	313.884	0	0	385.785	0	72.7993	0	1.18907	0	0	0	5.30051	0	5404.44	0	29.5005	0	0	8.12865	0	3.35213	0	0.943367	0	0	0.774912
setup	0	2007-02-05 23:00:00	4.88537e-06	3.1735	8.49933	0.00142613	7.20796e-07	0.000284853	0.000132768	1.20641e-05	0.00145417	0.502959	2.22578e-08	0.326709	6.53417	0	2.05741	0.0108898	0	0	0.656723	-0	1.04236	-0	0.1597	-0	0.470206	-0	1.04204e-05	0	238.717	0	51018.4	0	314.85	0	0	379.509	0	67.6031	0	0.607826	0	0	0	5.53074	0	5403.29	0	28.559	0	0	7.99411	0	2.95128	0	0.726716	0	0	0.936518
setup	0	2007-02-06 23:00:00	4.35653e-05	2.84174	6.81229	0.00128387	7.15817e-07	0.000276564	0.000134708	4.31705e-06	0.000826601	0.223011	7.15381e-07	0.293272	6.20822	0	1.92841	0.0117447	0.0324	0	0.5472	-0	0.607452	-0	0.0253173	-0	0.226282	-0	5.36195e-06	0	246.681	0	51014	0	312.963	0	0	374.46	0	64.5869	0	0.383169	0	0	0	5.70669	0	5402.51	0	28.0546	0	0	7.88931	0	2.70493	0	0.518327	0	0	0.930767
setup	0	2007-02-07 23:00:00	0.00152717	3.56978	6.62924	0.000986807	7.10933e-07	0.000272674	0.000136592	5.31332e-06	0.00040532	0.0474214	6.85492e-06	0.316786	6.7336	0	2.33281	0.0125642	0.0384	0	0.575877	-0	0.526376	-0	0.0224206	-0	0.0448705	-0	2.97458e-06	0	257.208	0	51009.8	0	311.332	0	0	369.651	0	61.333	0	0.284857	0	0	0	5.86289	0	5401.9	0	27.5859	0	0	7.79113	0	2.51633	0	0.451002	0	0	0.942051
setup	0	2007-02-08 23:00:00	0.00338252	2.86221	6.35197	0.000592151	7.15925e-07	0.000624946	0.000138337	6.99255e-06	0.000222596	0.0199591	1.01882e-05	0.290502	6.09102	0	2.01966	0.0133622	0.012	0	0.489229	-0	0.443651	-0	0.0242257	-0	0.00953268	-0	2.08584e-06	0	264.325	0	51005.5	0	311.049	0	0	365.032	0	56.626	0	0.287352	0	0	0	5.98826	0	5401.41	0	27.2609	0	0	7.69875	0	2.33984	0	0.430769	0	0	0.941689
setup	0	2007-02-09 23:00:00	0.011403	3.5753	6.48868	0.000666174	7.1108e-07	0.000131122	0.000140264	6.03808e-06	0.000146086	0.00676071	1.45174e-05	0.330384	6.62787	0	2.41842	0.0141157	0	0	0.536165	-0	0.4587	-0	0.0222375	-0	0.00254354	-0	1.36455e-06	0	274.571	0	51001.6	0	310.442	0	0	360.642	0	52.4592	0	0.255936	0	0	0	6.09098	0	5400.9	0	26.8634	0	0	7.61343	0	2.19634	0	0.398753	0	0	0.940323
setup	0	2007-02-10 23:00:00	0.0210519	3.42969	6.23629	0.000932075	7.05664e-07	0.000166855	0.000142466	5.30611e-06	0.000110993	0.00379441	1.25638e-05	0.329496	6.58993	0	2.39193	0.014814	0	0	0.487756	-0	0.416217	-0	0.021199	-0	0.00140284	-0	1.11387e-06	0	284.457	0	50997.9	0	308.91	0	0	356.494	0	49.326	0	0.247486	0	0	0	6.15975	0	5400.45	0	26.5084	0	0	7.5355	0	2.08803	0	0.376918	0	0	0.93898
setup	0	2007-02-11 23:00:00	0.0408731	3.43312	6.03338	0.00119517	7.0083e-07	9.87747e-05	0.00014478	4.94161e-06	9.52428e-05	0.00257946	1.12333e-05	0.326901	6.55593	0	2.43985	0.0154437	0	0	0.47716	-0	0.383111	-0	0.0207523	-0	0.000923114	-0	9.86063e-07	0	293.98	0	50994.5	0	306.847	0	0	352.598	0	46.8933	0	0.246547	0	0	0	6.20918	0	5400.02	0	26.1898	0	0	7.46537	0	2.00223	0	0.337837	0	0	0.938074
setup	0	2007-02-12 23:00:00	0.0596877	3.43472	5.91772	0.00131437	6.98141e-07	5.93935e-05	0.000147129	4.78839e-06	8.60547e-05	0.00204932	9.44646e-06	0.32847	6.5694	0	2.48746	0.0160204	0	0	0.437524	-0	0.369135	-0	0.0201392	-0	0.00074546	-0	9.04826e-07	0	302.967	0	50991.4	0	304.474	0	0	348.958	0	44.928	0	0.243894	0	0	0	6.22992	0	5399.63	0	25.8772	0	0	7.40328	0	1.9319	0	0.325899	0	0	0.937856
setup	0	2007-02-13 23:00:00	0.0788949	3.46217	5.82687	0.00128238	6.9516e-07	3.82853e-05	0.000149476	4.84622e-06	8.48788e-05	0.00171386	8.09347e-06	0.331188	6.62376	0	2.54875	0.016543	0	0	0.410827	-0	0.3529	-0	0.0199179	-0	0.000623783	-0	8.48436e-07	0	311.586	0	50988.5	0	301.67	0	0	345.568	0	43.5296	0	0.242598	0	0	0	6.22595	0	5399.28	0	25.5757	0	0	7.34925	0	1.87802	0	0.318838	0	0	0.93843
setup	0	2007-02-14 23:00:00	0.0950531	3.34277	5.71607	0.00117843	6.91902e-07	2.68052e-05	0.000151815	4.58255e-06	7.4259e-05	0.00139516	6.33098e-06	0.33116	6.6232	0	2.53649	0.0170224	0	0	0.394443	-0	0.347003	-0	0.019721	-0	0.000521002	-0	8.06124e-07	0	319.277	0	50985.9	0	298.483	0	0	342.423	0	42.6455	0	0.247692	0	0	0	6.20955	0	5398.95	0	25.2687	0	0	7.3031	0	1.83727	0	0.321611	0	0	0.937827
setup	0	2007-02-15 23:00:00	0.108585	3.28276	5.64773	0.0010737	6.88564e-07	2.02264e-05	0.000154141	4.414e-06	7.16273e-05	0.0012368	5.241e-06	0.32592	6.5184	0	2.55306	0.0174747	0	0	0.390893	-0	0.346234	-0	0.0198981	-0	0.000455587	-0	7.82276e-07	0	326.168	0	50983.5	0	295.063	0	0	339.515	0	42.1292	0	0.252653	0	0	0	6.18377	0	5398.62	0	24.9531	0	0	7.26468	0	1.80362	0	0.324945	0	0	0.936553
setup	0	2007-02-16 23:00:00	0.119452	3.16007	5.53758	0.000995926	6.85283e-07	1.62212e-05	0.000156455	4.4024e-06	7.16398e-05	0.00115528	4.35202e-06	0.329019	6.58037	0	2.53732	0.0178906	0	0	0.387303	-0	0.345837	-0	0.0199009	-0	0.000408442	-0	7.64572e-07	0	332.494	0	50981.4	0	291.377	0	0	336.838	0	42.0376	0	0.254703	0	0	0	6.14717	0	5398.3	0	24.6282	0	0	7.23357	0	1.77639	0	0.332006	0	0	0.935528
setup	0	2007-02-17 23:00:00	0.12732	3.05856	5.44325	0.00094546	6.82122e-07	1.36445e-05	0.000158758	4.14548e-06	6.87459e-05	0.00102152	3.86375e-06	0.329416	6.58832	0	2.53089	0.0182612	0	0	0.38375	-0	0.342822	-0	0.0202839	-0	0.000353802	-0	7.50629e-07	0	338.207	0	50979.5	0	287.707	0	0	334.378	0	42.1021	0	0.25695	0	0	0	6.10017	0	5398	0	24.3026	0	0	7.20927	0	1.7527	0	0.3386	0	0	0.934687
setup	0	2007-02-18 23:00:00	0.139001	3.29154	5.46352	0.000913933	6.79093e-07	1.19081e-05	0.000161052	3.85828e-06	6.93866e-05	0.00103858	3.15577e-06	0.326954	6.53907	0	2.69247	0.0185981	0	0	0.371382	-0	0.329761	-0	0.0200707	-0	0.000340214	-0	7.29166e-07	0	343.36	0	50977.9	0	284.284	0	0	332.171	0	42.0756	0	0.247921	0	0	0	6.03162	0	5397.71	0	23.9977	0	0	7.19336	0	1.73106	0	0.340114	0	0	0.938518
setup	0	2007-02-19 23:00:00	0.154092	3.13975	5.38215	0.000893798	6.76188e-07	1.06912e-05	0.000163336	3.63926e-06	6.20831e-05	0.00084645	3.05775e-06	0.323524	6.47047	0	2.66177	0.0189043	0	0	0.359433	-0	0.322325	-0	0.019782	-0	0.00030156	-0	7.03846e-07	0	347.728	0	50976.5	0	280.873	0	0	330.194	0	42.0882	0	0.253025	0	0	0	5.95381	0	5397.45	0	23.7031	0	0	7.18508	0	1.7119	0	0.347158	0	0	0.938452
setup	0	2007-02-20 23:00:00	0.165097	2.99741	5.28339	0.000882104	6.73425e-07	9.80879e-06	0.000165613	3.6385e-06	5.68722e-05	0.000792138	2.5526e-06	0.315977	6.3352	0	2.63379	0.0191737	0.000599332	0	0.349669	-0	0.315049	-0	0.0197377	-0	0.000268249	-0	6.94995e-07	0	351.15	0	50975.3	0	277.566	0	0	328.421	0	42.1199	0	0.259694	0	0	0	5.87068	0	5397.2	0	23.4186	0	0	7.18318	0	1.69523	0	0.356885	0	0	0.938958
setup	0	2007-02-21 23:00:00	0.172959	3.03828	5.27836	0.000876522	6.70816e-07	9.14793e-06	0.000167885	3.52363e-06	5.74067e-05	0.000802279	2.25782e-06	0.328619	6.57239	0	2.69633	0.0193911	6.6703e-07	0	0.340842	-0	0.305079	-0	0.0198468	-0	0.000263333	-0	6.86676e-07	0	354.141	0	50974.4	0	274.408	0	0	326.849	0	42.1352	0	0.262632	0	0	0	5.76709	0	5396.97	0	23.1513	0	0	7.18748	0	1.67997	0	0.35979	0	0	0.938989
setup	0	2007-02-22 23:00:00	0.178219	2.74275	5.14963	0.000873761	6.68336e-07	8.63689e-06	0.000170155	3.63243e-06	6.41221e-05	0.000796485	2.24618e-06	0.321631	6.43262	0	2.58834	0.0195567	1.00373e-09	0	0.33213	-0	0.302016	-0	0.0204358	-0	0.000251882	-0	6.89136e-07	0	356.176	0	50973.6	0	271.323	0	0	325.447	0	42.189	0	0.274156	0	0	0	5.66518	0	5396.76	0	22.8877	0	0	7.19658	0	1.66673	0	0.371699	0	0	0.939301
